songId,title,artist,album,albumId,cover
"2037073798","INDUSTRY BABY","Lil Nas X / Jack Harlow","Summer Pool Party","163241021","109951168528794440.jpg"
"1817961813","Party Rock Anthem","LMFAO / Lauren Bennett / GoonRock","Best of 00's - Anni Duemila","122618428","109951168146245381.jpg"
"481873953","HUMBLE.","Kendrick Lamar","Hip Hop Hit List (Vol. 2)","35558583","109951169873084408.jpg"
"1298432425","SICKO MODE","Travis Scott","ASTROWORLD","72015396","109951165984655844.jpg"
"5221922","Rapper's Delight","The Sugarhill Gang","Greatest Hits Of The Millennium 70's Vol. 3","509822","777354720881681.jpg"
"17990107","The Message","Grandmaster Flash & the Furious Five","The Message","1654681","6670737046271578.jpg"
"3315202","Walk This Way","Run-D.M.C. / Aerosmith","Raising Hell","335770","109951165971859329.jpg"
"29559708","It's Tricky","Run-D.M.C.","The Box Set Series","3042718","2529976256809245.jpg"
"3955287","(You Gotta ) Fight For Your Right (To Party)","Beastie Boys","Anthology: The Sounds Of Science","400067","109951170183641305.jpg"
"16855885","No Sleep Till Brooklyn","Beastie Boys","Licensed To Ill","1553222","109951170074922835.jpg"
"16855986","Sabotage","Beastie Boys","Ill Communication","1553244","109951166300360046.jpg"
"20189494","Straight Outta Compton","N.W.A","Straight Outta Compton","1872168","109951170216848012.jpg"
"17112374","Gangsta's Paradise","Coolio / L.V.","Gangsta's Paradise","1576482","109951172160154517.jpg"
"5135557","I'll Be Missing You","Puff Daddy / Faith Evans","R&B Lovesongs 2009","505620","690493302287370.jpg"
"21268933","N.Y. State of Mind","Nas","Illmatic","1965317","109951166095291597.jpg"
"1315168334","Juicy","The Notorious B.I.G.","Greatest Hits","73768257","109951163585022233.jpg"
"21799569","Big Poppa","The Notorious B.I.G.","Ready To Die","2005437","704786953415722.jpg"
"1320329093","Hypnotize","The Notorious B.I.G.","Playlist: Hip Hop","74085514","109951163939443344.jpg"
"21799583","Mo Money Mo Problems","The Notorious B.I.G. / Mase / Puff Daddy","Life After Death","2005438","2543170396274489.jpg"
"26921431","California Love","2Pac","Live","2574155","109951166273625925.jpg"
"19375093","Changes","2Pac / Talent","Greatest Hits","1781653","109951166422607334.jpg"
"19375098","Dear Mama","2Pac","Greatest Hits","1781653","109951166422607334.jpg"
"2113762","Hit 'Em Up","2Pac","Greatest Hits Edited","212980","109951164948683159.jpg"
"18353530","It Was A Good Day","Ice Cube","The Predator (World) (Clean)","1685549","6622358534647598.jpg"
"3818257","C.R.E.A.M.","Wu-Tang Clan","Wu: The Story Of The Wu-Tang Clan","386272","109951165992510834.jpg"
"17405587","Still D.R.E.","Dr. Dre / Snoop Dogg","2001","1603658","109951167713170810.jpg"
"17405593","Forgot About Dre","Dr. Dre / Eminem","2001","1603658","109951167713170810.jpg"
"1912757016","Nuthin But A G'Thang","Snoop Dogg / Dr. Dre","Black Mafia Family The Ultimate Hip Hop Compilation","138982964","109951166942862944.jpg"
"26345370","Gin and Juice","Snoop Dogg / Daz Dillinger","Doggystyle","2456506","109951168455508144.jpg"
"21614772","Drop It Like It's Hot","Snoop Dogg / Pharrell Williams","R&G (Rhythm & Gangsta): The Masterpiece","1991190","109951167133261114.jpg"
"16158605","In Da Club","50 Cent","In Da Club","1490862","717981092944708.jpg"
"16158507","Candy Shop","50 Cent / Olivia","The Massacre","1490847","109951169006174195.jpg"
"16158638","21 Questions","50 Cent / Nate Dogg","21 Questions","1490877","703687441783410.jpg"
"16158561","Many Men (Wish Death)","50 Cent","Get Rich Or Die Tryin","1490850","684995744111176.jpg"
"19375081","Hail Mary","2Pac","Greatest Hits","1781653","109951166422607334.jpg"
"1312062084","Ambitionz Az A Ridah","2Pac","All Eyez On Me","73554727","109951166879032988.jpg"
"1300459","The Real Slim Shady","Eminem","The Real Slim Shady","134033","109951163087319952.jpg"
"17572422","Stan","Eminem / Dido","The Marshall Mathers LP","1618499","109951170271191404.jpg"
"17572426","The Way I Am","Eminem","The Marshall Mathers LP","1618499","109951170271191404.jpg"
"17572251","My Name Is","Eminem","The Slim Shady LP","1618491","109951169053715540.jpg"
"17572306","Superman","Eminem / Dina Rae","The Eminem Show","1618493","109951171932974645.jpg"
"17572539","Like Toy Soldiers","Eminem","Curtain Call: The Hits (Deluxe Edition)","1618522","109951169053679191.jpg"
"1297941","Beautiful","Eminem","Beautiful","133873","109951163251458814.jpg"
"17572553","When I'm Gone","Eminem","When I'm Gone","1618527","109951165495203421.jpg"
"17572437","Criminal","Eminem","The Marshall Mathers LP","1618499","109951170271191404.jpg"
"21268935","The World Is Yours","Nas","Illmatic","1965317","109951166095291597.jpg"
"21268845","Made You Look","Nas","God's Son","1965311","109951166095271155.jpg"
"21268930","If I Ruled the World (Imagine That)","Nas / Lauryn Hill","It Was Written","1965316","109951165992164786.jpg"
"2758461222","Big Pimpin'","JAŸ-Z / UGK","Vol. 3... Life And Times Of S. Carter","289502498","109951172188653921.jpg"
"27238097","Hard Knock Life (Ghetto Anthem)","JAŸ-Z","Best Dance 1/99","2594473","5803222371435984.jpg"
"18614115","99 Problems","JAŸ-Z","99 Problems / Dirt Off Your Shoulder","1707446","749866930152791.jpg"
"18614153","Empire State Of Mind","JAŸ-Z / Alicia Keys","The Hits Collection Volume One [International Version (Explicit)]","1707459","109951172151366758.jpg"
"18614146","Run This Town","JAŸ-Z / Rihanna / Kanye West","The Hits Collection Volume One [International Version (Explicit)]","1707459","109951172151366758.jpg"
"17572494","Renegade","Eminem / JAŸ-Z","Lose Yourself","1618515","2536573330159886.jpg"
"18614069","Dead Presidents II","JAŸ-Z","Reasonable Doubt","1707437","18338754440253380.jpg"
"18613883","Can I Get A...","JAŸ-Z / Amil / Ja Rule","Vol. 2 Hard Knock Life","1707425","109951173668390306.jpg"
"18969085","Gold Digger","Kanye West / Jamie Foxx","Late Registration","1738262","109951170517268501.jpg"
"18969180","Heartless","Kanye West","808s & Heartbreak (Softback)","1738268","18182623789335334.jpg"
"18969204","POWER","Kanye West","My Beautiful Dark Twisted Fantasy","1738270","109951166027217441.jpg"
"18969136","Jesus Walks","Kanye West","The College Dropout","1738265","109951170517260769.jpg"
"18969071","Good Life","Kanye West / T-Pain","Graduation","1738261","109951167119530519.jpg"
"18969206","All Of The Lights","Kanye West / Rihanna / Kid Cudi / Fergie","My Beautiful Dark Twisted Fantasy","1738270","109951166027217441.jpg"
"21215511","Get Ur Freak On","Missy Elliott","Miss E... So Addictive","1960860","109951168652150833.jpg"
"21215284","Work It","Missy Elliott","Under Construction","1960846","109951169686203734.jpg"
"21215697","Lose Control (feat. Ciara & Fat Man Scoop)","Missy Elliott / Ciara / Fatman Scoop","Lose Control","1960888","109951170991061703.jpg"
"5249267","LET ME BLOW YA MIND","Eve / Gwen Stefani","Hip Hop VI-The Collection","511716","54975581405893.jpg"
"2926297","Doo Wop (That Thing)","Lauryn Hill","The Miseducation of Lauryn Hill","295502","109951165983052356.jpg"
"2926295","Ex-Factor","Lauryn Hill","The Miseducation of Lauryn Hill","295502","109951165983052356.jpg"
"1302250733","Ms. Jackson","OutKast","Stankonia","72342115","109951165991670296.jpg"
"26525804","Hey Ya!","OutKast","Just the Best Sommer Hits (1990-Heute)","2516624","2335362697456584.jpg"
"17706068","B.O.B.","OutKast","Big Boi & Dre Present, Outkast","1627858","109951163469616101.jpg"
"26605956","So Fresh So Clean","OutKast","Summertime Vol. 4 Mixtape","2535148","4434330394835206.jpg"
"40237113","A Milli","Lil Wayne","Tha Carter III","3433490","16630113370319023.jpg"
"27206226","Lollipop","Lil Wayne / STATIC MAJOR","Mr. Carter","2592524","5714161929639799.jpg"
"20943184","Mrs. Officer","Lil Wayne / Bobby V / Kidd Kidd","Tha Carter III","1940189","109951169341711155.jpg"
"31010336","Alright","Kendrick Lamar","To Pimp a Butterfly","3109151","7848313999540641.jpg"
"472045048","DNA.","Kendrick Lamar","DAMN.","35338681","109951170258095019.jpg"
"1643529","Swimming Pools (Drank)","Kendrick Lamar","Swimming Pools (Drank)","166934","109951167113007768.jpg"
"18943532","Money Trees","Kendrick Lamar / Jay Rock","good kid, m.A.A.d city","1734888","109951170271201605.jpg"
"2152805690","Not Like Us","Kendrick Lamar","Not Like Us","194730881","109951169563204791.jpg"
"1299712163","Bohemian Rhapsody","Queen","Wayne's World (Music From The Motion Picture)","72181856","109951163938064505.jpg"
"5104537","We Will Rock You","Queen / 5ive","Brit Awards 2010","504223","1752621534687206.jpg"
"1868480","We Are the Champions","Queen","Absolute Greatest","188637","798245441818276.jpg"
"17177324","Yellow","Coldplay","Yellow","1582613","109951167815599264.jpg"
"3986017","Viva La Vida","Coldplay","Viva La Vida or Death and All His Friends","403157","18569651881855121.jpg"
"28528999","A Sky Full of Stars","Coldplay","Ghost Stories","2767188","109951163620484193.jpg"
"17177380","Paradise","Coldplay","Paradise","1582636","109951166764173392.jpg"
"37240629","Hymn For The Weekend","Coldplay / Beyoncé","A Head Full of Dreams","3419156","109951163780293240.jpg"
"36308623","Adventure of a Lifetime","Coldplay","Adventure of a Lifetime","3395162","109951164142725167.jpg"
"17177367","The Scientist","Coldplay","The Scientist","1582632","109951165924811590.jpg"
"3986326","Fix You","Coldplay","X&Y","403188","109951163840992608.jpg"
"1338149101","Believer","Imagine Dragons / Lil Wayne","Believer","75082998","109951163783209324.jpg"
"19945726","Radioactive","Imagine Dragons","Continued Silence EP","1844255","19089720881705423.jpg"
"3356622540","Thunder","Imagine Dragons","“梦龙” LOOM TOUR 2026 中国巡演特别版","365099080","109951172849777327.jpg"
"19945735","Demons","Imagine Dragons","Night Visions (Deluxe)","1844256","109951167091295618.jpg"
"3356622542","Whatever It Takes","Imagine Dragons","“梦龙” LOOM TOUR 2026 中国巡演特别版","365099080","109951172849777327.jpg"
"1927389937","Bones","Imagine Dragons","Bones","141683700","109951171331729466.jpg"
"1977828161","Enemy (from the series Arcane League of Legends)","Imagine Dragons / JID / 双城之战 / 英雄联盟","卡点金曲大赏","150859541","109951168151585938.jpg"
"21803604","Apologize","Timbaland / OneRepublic","Apologize","2005757","109951169164062788.jpg"
"26060065","Counting Stars","OneRepublic","Native (Deluxe Version)","2302008","109951170517214706.jpg"
"1946813580","I Ain't Worried","OneRepublic","I Ain’t Worried (Music From The Motion Picture ""Top Gun: Maverick"")","144862479","109951167406781523.jpg"
"28406990","Love Runs Out","OneRepublic","Love Runs Out","2786496","109951163219138105.jpg"
"31654490","Stressed Out","twenty one pilots","Blurryface","3131123","109951169620305803.jpg"
"417911175","Heathens","twenty one pilots","Heathens","34745382","109951164149165084.jpg"
"1852069909","Memories","Maroon 5","JORDI (Deluxe)","128749721","109951171770750671.jpg"
"569214321","Girls Like You","Maroon 5 / Cardi B","Girls Like You","39460060","109951172184270639.jpg"
"21253949","She Will Be Loved","Maroon 5","Songs About Jane","1963864","109951170244653779.jpg"
"16232632","Since U Been Gone","Kelly Clarkson","Breakaway","1496726","109951167307248988.jpg"
"2871299","Breakaway","Kelly Clarkson","Breakaway","289923","109951167307142621.jpg"
"2870985","Stronger (What Doesn't Kill You)","Kelly Clarkson","Stronger (Japanese Edition)","289886","109951163024444404.jpg"
"16431880","Complicated","Avril Lavigne","Let Go","1515088","109951167596882130.jpg"
"1349964388","Running Up That Hill","Meg Myers","Running Up That Hill","75765638","109951163903774663.jpg"
"1846473653","good 4 u","Olivia Rodrigo","SOUR","127725764","109951169026653354.jpg"
"1846473652","deja vu","Olivia Rodrigo","SOUR","127725764","109951169026653354.jpg"
"3392742809","stupid song","Olivia Rodrigo","you seem pretty sad for a girl so in love","381252074","109951173380403022.jpg"
"415126537","Just Like Fire","P!nk","Alice Through The Looking Glass (Original Motion Picture Soundtrack)","34700995","3400789466535963.jpg"
"3226001","Raise Your Glass","P!nk","Greatest Hits...So Far!!!","326561","109951165991970619.jpg"
"21373644","Try","P!nk","The Truth About Love","1973200","109951167487398037.jpg"
"21968164","Seven Nation Army","The White Stripes","Seven Nation Army","2017933","109951165990597839.jpg"
"27928548","Mr. Brightside","The Killers","Direct Hits","2696102","109951169146975250.jpg"
"3950546","It's My Life","Bon Jovi","It's My Life","399653","1680053767249253.jpg"
"16686599","Numb","Linkin Park","Meteora","1537646","109951166701647085.jpg"
"1426247184","In The End","Linkin Park","00s Rock Anthems","86020000","109951164744223186.jpg"
"5041905","21 Guns","Green Day","Transformers: Revenge Of The Fallen The Album","500703","109951166907649431.jpg"
"18127334","Wake Me up When September Ends","Green Day","American Idiot (Deluxe)","1664909","109951169958771691.jpg"
"4330114","Zombie","The Cranberries","Stars: The Best of 1992-2002","437570","1801000046307284.jpg"
"4208530","Smells Like Teen Spirit","Nirvana","Nevermind (Super Deluxe Edition)","425552","109951165756442681.jpg"
"1950593309","Use Somebody","Kings of Leon","2009年维多利亚的秘密时尚内衣秀 电视原声带","145521132","109951167474833618.jpg"
"27697195","Wrecking Ball","Miley Cyrus","Wrecking Ball","2661028","109951163437479723.jpg"
"35724589","Lemon Tree","Fool's Garden","High Times - Best Of","3364566","3265549604984979.jpg"
"27759600","Five Hundred Miles","Justin Timberlake / Carey Mulligan / Stark Sands","Inside Llewyn Davis: Original Soundtrack Recording","2672349","2536573326765583.jpg"
"1496764168","Heat Waves","Glass Animals","ADULTHOOD","98552638","109951168250206357.jpg"
"29129545","Riptide","Vance Joy","Dream Your Life Away","2978001","109951163168880410.jpg"
"18611643","I'm Yours","Jason Mraz","I'm Yours","1707274","109951167192586221.jpg"
"18611599","Lucky","Jason Mraz / Colbie Caillat","We Sing. We Dance. We Steal Things.","1707258","109951166007196945.jpg"
"21803799","Hey, Soul Sister","Train","Save Me, San Francisco","2005787","109951165965143111.jpg"
"19542337","Hall of Fame","The Script / will.i.am","#3 Deluxe Version","1800243","109951165967126686.jpg"
"4170558","Ho Hey","The Lumineers","The Lumineers","421655","109951169725712376.jpg"
"402668464","Ophelia","The Lumineers","Ophelia","34480436","17797794719205057.jpg"
"17212643","I Will Wait","Mumford & Sons","Babel (Deluxe)","1583938","109951166270711595.jpg"
"17810604","Little Talks","Of Monsters And Men","My Head Is An Animal","1638416","109951166322991982.jpg"
"1345627501","The Rose","Bette Midler","Romantic Songs","75527562","109951163940045332.jpg"
"27646851","Best Day Of My Life","American Authors","American Authors","2646392","5507453743623390.jpg"
"1917843922","Dandelions","Ruth B.","Sad Bops","139972675","109951167183338469.jpg"
"1874585362","Until I Found You","Stephen Sanchez","Until I Found You","132607595","109951166347255254.jpg"
"27938268","Budapest","George Ezra","Did You Hear the Rain?","2697735","109951165968713117.jpg"
"19292812","Everything Has Changed","Taylor Swift / Ed Sheeran","Red","1770428","109951169270236134.jpg"
"460043704","Galway Girl","Ed Sheeran","÷ (Deluxe)","35150843","109951166151204092.jpg"
"1989318036","Stick Season","Noah Kahan","Stick Season","153199036","109951167964311304.jpg"
"2054154146","Northern Attitude","Noah Kahan","Stick Season (We'll All Be Here Forever)","167278245","109951168666900730.jpg"
"2154850334","BIRDS OF A FEATHER","Billie Eilish","HIT ME HARD AND SOFT","195498828","109951169679537837.jpg"
"2154851107","WILDFLOWER","Billie Eilish","HIT ME HARD AND SOFT","195498828","109951169679537837.jpg"
"552448704","lovely","Billie Eilish / Khalid","lovely","38307439","109951163255502377.jpg"
"399343818","Ocean Eyes","Billie Eilish","Ocean Eyes","34403120","3236962236742663.jpg"
"27448352","Take Me Home Country Roads","John Denver","The Best of John Denver","2608673","6621259023118418.jpg"
"31789305","Tennessee Whiskey","Chris Stapleton","Traveller","3138118","109951166382279208.jpg"
"2030754234","Fast Car","Luke Combs","Gettin' Old","161917708","109951168473380366.jpg"
"17217944","The Climb","Miley Cyrus","The Climb","1587176","1420569033262145.jpg"
"1469748657","Need You Now","Lady Antebellum","Romantic Pop Songs","93729416","109951170224242245.jpg"
"28157586","If I Die Young","The Band Perry","Double Cream 5: 20 Years of Nashville #1's 1992-2012","2736374","6620159511658054.jpg"
"17110642","Before He Cheats","Carrie Underwood","Some Hearts","1576406","109951165962976763.jpg"
"1873259","Bless The Broken Road","Rascal Flatts","Best Of Ballads","189052","903798558083368.jpg"
"1394494933","10,000 Hours","Dan + Shay / Justin Bieber","10,000 Hours","82090946","109951164400407084.jpg"
"497131617","Meant to Be","Bebe Rexha / Florida Georgia Line","All Your Fault: Pt. 2","35919159","109951166252985405.jpg"
"26459553","Jolene","Dolly Parton","Pure (Legends)","2503852","109951167487262143.jpg"
"19292984","Love Story","Taylor Swift","Fearless","1770438","109951169217536854.jpg"
"19292987","You Belong With Me","Taylor Swift","Fearless","1770438","109951169217536854.jpg"
"19292982","Fearless","Taylor Swift","Fearless","1770438","109951169217536854.jpg"
"19292852","Enchanted","Taylor Swift","Speak Now (Deluxe Edition)","1770431","109951169026164541.jpg"
"19293014","Back To December","Taylor Swift","Back To December","1770441","6668538023378075.jpg"
"19293015","Mine","Taylor Swift","Mine","1770442","6621259023379390.jpg"
"25787219","All Too Well","Taylor Swift","Red (Deluxe Edition)","2320159","109951169270228460.jpg"
"19292800","Red","Taylor Swift","Red","1770428","109951169270236134.jpg"
"19292807","Stay Stay Stay","Taylor Swift","Red","1770428","109951169270236134.jpg"
"108914","江南","林俊杰","第二天堂","10804","109951171891430447.jpg"
"29814898","可惜没如果","林俊杰","新地球 - 人 (Special Edition)","3056951","109951170313536564.jpg"
"25727803","修炼爱情","林俊杰","因你而在","2301158","109951163187408030.jpg"
"108242","她说","林俊杰","她说 概念自选辑","10755","109951172024569374.jpg"
"108886","一千年以后","林俊杰","编号89757","10799","109951171891432947.jpg"
"108138","那些你很冒险的梦","林俊杰","学不会","10750","109951168271379420.jpg"
"5256109","大城小爱","王力宏","2006KTV点唱精选国语总排行","512115","35184372105678.jpg"
"3352314052","你不知道的事","Asasblue","你不知道的事","363200231","109951172496999853.jpg"
"66842","十年","陈奕迅","黑白灰","6548","109951171836564936.jpg"
"406907058","好久不见","陈奕迅","跨年演唱会2012-2013 华语篇1","34555386","3283141728643371.jpg"
"299936","红豆","王菲","唱游","29725","109951171530948990.jpg"
"5244822","我愿意","王菲","国语经典101","511483","109951163592976362.jpg"
"29713754","匆匆那年","王菲","匆匆那年","3064113","2542070884980240.jpg"
"300062","人间","王菲","王菲","29739","109951172128566941.jpg"
"454828887","遇见","孙燕姿","白羽毛之恋 华语典藏情歌 Vol.2","35140205","17687843556430013.jpg"
"5269442","天黑黑","郑秀文 / 孙燕姿","天作之合34首","512911","23089744200120.jpg"
"5246676","开始懂了","孙燕姿","情歌101","511567","109951163311279628.jpg"
"5237823","可惜不是你","梁静茹","交换日记","511065","109951163447808076.jpg"
"254078","暖暖","梁静茹","现在开始我爱你","25381","109951168163257789.jpg"
"449818741","光年之外","G.E.M.邓紫棋","光年之外","35093341","18587244069235039.jpg"
"233931","泡沫","G.E.M.邓紫棋","Xposed","23497","109951163069323980.jpg"
"3343236872","小幸运","田馥甄的小迷妹","小幸运","359727203","109951172646576953.jpg"
"1330348068","起风了","冯沁苑(买辣椒也用券)","起风了","74715426","109951163699673355.jpg"
"1901371647","孤勇者","陈奕迅","孤勇者","137142551","109951171836610847.jpg"
"2040551128","如愿","王菲菲","那些年","156126128","109951168125688698.jpg"
"1468114204","年少有为","李荣浩","上一首情歌 (国语精选)","93427116","109951172341406695.jpg"
"1997438791","乌梅子酱","李荣浩","纵横四海","130148423","109951168159576909.jpg"
"32507038","演员","薛之谦","绅士","3154175","109951168707343730.jpg"
"464009783","刚刚好","薛之谦","我与你的光年距离 网络剧原声带","35235942","19217264230279490.jpg"
"167882","清明雨上","许嵩","自定义","16953","109951172899966259.jpg"
"1807799505","唯一","告五人","运气来得若有似无","120954841","109951165585701063.jpg"
"1400256289","你的答案","阿冗","你的答案","82895847","109951168973212235.jpg"
"2068068886","大眠","王心凌","夏夜里响起的金曲","170709912","109951168771963474.jpg"
"2100630469","错位时空","艾辰","错位时空","179267704","109951169061629544.jpg"
"2119795491","若月亮没来 (若是月亮还没来)","王宇宙Leto / 乔浚丞","若月亮没来（若是月亮还没来）","183856439","109951169278248355.jpg"
"3331941569","可能","B-KLl","可能","355798864","109951172418898348.jpg"
"143235","原来的我","齐秦","爱情宣言","14271","109951166655546649.jpg"
"142931","夜夜夜夜","齐秦","丝路","14234","109951167406299397.jpg"
"27901965","真心英雄","成龙 / 周华健 / 李宗盛","热门华语50","2692116","109951166361218466.jpg"
"35403523","陪你度过漫长岁月","陈奕迅","陪你度过漫长岁月","3319407","109951166600775221.jpg"
"3324100026","如果你也听说","张妹妹","张妹妹Cover合集","352839631","109951172375089717.jpg"
"108795","曹操","林俊杰","曹操","10792","109951171415593434.jpg"
"26305541","小酒窝","林俊杰","他是…JJ林俊杰","2448339","109951167894836691.jpg"
"108251","当你","林俊杰","她说 概念自选辑","10755","109951172024569374.jpg"
"26305523","就是我","林俊杰","他是…JJ林俊杰","2448339","109951167894836691.jpg"
"1405283464","句号","G.E.M.邓紫棋","摩天动物园","84391762","109951164581432409.jpg"
"36270426","来自天堂的魔鬼","G.E.M.邓紫棋","新的心跳","3189002","1364493930777368.jpg"
"3389754902","再见","Sazablue","不能忘记你","379811858","109951173196514882.jpg"
"210042","说爱你","蔡依林","看我72变","21349","109951172453712025.jpg"
"5233025","倒带","蔡依林","K情歌9","510762","109951165641458451.jpg"
"209718","舞娘","蔡依林","舞娘","21329","109951163251449978.jpg"
"66282","浮夸","陈奕迅","U87","6491","109951171529987110.jpg"
"65334","你的背包","陈奕迅","你的陈奕迅 国语精选","6423","82463372088816.jpg"
"65536","爱情转移","陈奕迅","认了吧","6434","18782957139233959.jpg"
"67467","K歌之王","陈奕迅","打得火热","6595","18632324046199371.jpg"
"64093","孤独患者","陈奕迅","？","6341","18546562139313276.jpg"
"287057","逆光","孙燕姿","逆光","28520","109951173219336672.jpg"
"1360465550","第一天","孙燕姿","My Story 2006 新歌+精选","78686199","109951164015979601.jpg"
"254102","情歌","梁静茹","静茹&情歌","25384","109951172232905539.jpg"
"254270","燕尾蝶","梁静茹","燕尾蝶","25405","109951172232898857.jpg"
"254129","崇拜","梁静茹","崇拜","25387","109951168163299080.jpg"
"254144","亲亲","梁静茹","亲亲","25388","109951168144462962.jpg"
"299264","旋木","王菲","将爱","29669","109951169790154351.jpg"
"110477","精舞门","罗志祥","Speshow","10929","109951164090130753.jpg"
"110452","爱转角","罗志祥","Best Show","10924","109951171315144488.jpg"
"25640392","淋雨一直走","张韶涵","有形的翅膀","2262033","109951168308921434.jpg"
"327157","欧若拉","张韶涵","欧若拉","32375","109951167379867279.jpg"
"326942","看得最远的地方","张韶涵","第5季","32346","109951167430275623.jpg"
"543656129","花心","周华健","一人一首成名曲2","37873033","109951163175731610.jpg"
"27678655","李白","李荣浩","模特","2659088","109951163187393370.jpg"
"27731176","模特","李荣浩","模特","2659088","109951163187393370.jpg"
"407450223","爸爸妈妈","李荣浩","有理想","34567265","109951166562828988.jpg"
"306664","身骑白马","徐佳莹","LaLa首张创作专辑","30452","109951168296446353.jpg"
"407002483","浪费","徐佳莹","我是歌手第四季 第10期","34569090","3422779700149849.jpg"
"327096","人质","张惠妹","我要快乐？","32363","109951171942873077.jpg"
"297778","睫毛弯弯","王心凌","Cyndi With U","29556","109951172325735500.jpg"
"108445","表达爱","林俊杰 / 廖君","100天","10766","109951171415599135.jpg"
"28949444","喜欢你","G.E.M.邓紫棋","喜欢你","2956076","8896148580676276.jpg"
"83165","千里之外","费玉清","青青校树","8184","573945069711143.jpg"
"1366052801","新地球","林俊杰","新地球","79214796","109951164081863001.jpg"
"280118","梦醒了","那英 / 王菲","知英情歌 那英精选","27835","109951165625481741.jpg"
"1465226146","这就是爱","张杰","听！我们的歌","92927312","109951165164760011.jpg"
"26117675","我的秘密","G.E.M.邓紫棋","My Secret","2391062","109951163069327659.jpg"
"297710","爱你","王心凌","Red Cyndi","29550","109951172325719786.jpg"
"85621","第一次","光良","第1次个人创作专辑","8405","109951163287267754.jpg"
"188660","你好毒","张学友","友情歌","19093","109951171993687237.jpg"
"570839692","世界第一等","刘德华","BMG全家福Happy Family","39553829","109951165994344537.jpg"
"5284736","我的未来不是梦","张雨生","6个朋友","513946","109951170731356161.jpg"
"188057","大海","张雨生","大海","19049","109951165517460254.jpg"
"188177","天天想你","张雨生","天天想你","19058","111050674406314.jpg"
"3320618617","口是心非","张雨生","如燕盘旋而来的思念 张雨生全创作精选典藏 1966-1997","351461553","109951172325720333.jpg"
"190072","黄昏","周传雄","Transfer","19203","109951167366664357.jpg"
"189688","寂寞沙洲冷","周传雄","星空下的传说","19174","109951169493340540.jpg"
"189540","关不上的窗","周传雄","恋人创世纪","19164","109951169200522014.jpg"
"189545","冬天的秘密","周传雄","恋人创世纪","19164","109951169200522014.jpg"
"4878608","你是风儿我是沙","林心如 / 周杰","还珠格格 音乐全记录","490132","109951172006857717.jpg"
"1407551413","麻雀","李荣浩","麻雀","83878976","109951165182029540.jpg"
"298838","传奇","王菲","传奇","29647","19157890602644480.jpg"
"254499","为爱痴狂","刘若英","收获 新歌+精选","25430","18511377767232313.jpg"
"2154945586","青花瓷 (2016中国新歌声第7期现场)","费玉清","","0","109951169484091680.jpg"
"2023994371","无与伦比的美丽 (苏打绿版)","苏打绿","无与伦比的美丽 (苏打绿版)","160402407","109951169158802816.jpg"
"2685528187","你在烦恼什么 (故事未了版)","苏打绿","冬 未了 (苏打绿版)","266118456","109951170621471519.jpg"
"2149543676","妥协","张叶蕾","妥协","193590945","109951169531525137.jpg"
"1887298378","好想你","四叶草","好想你","134840855","109951166521975489.jpg"
"33599439","爱就一个字","张信哲","中国新声代 第三季 第四期","3233067","3366704604374334.jpg"
"86369","偏爱","张芸京","仙剑奇侠传三 电视原声带","8466","109951165351505570.jpg"
"2188846","Listen","Beyoncé","Listen","220770","109951169037806968.jpg"
"357459","晴天娃娃","黑Girl","美眉私密的一天甜心轰炸机","35291","109951167343282478.jpg"
"1932683020","如果爱下去","赖仔Morris","如果爱下去","142585996","109951167211216883.jpg"
"198839","牧歌","张毅 / 王珺","第一元素Ⅴ","19982","47279000011420.jpg"
"195896","一条路","张行","迟到","19715","95657511633807.jpg"
"1847408145","月亮代表我的心","邓丽君","90年代粵語情歌集","127855315","109951168146310081.jpg"
"1853812727","甜蜜蜜","邓丽君","宝丽金经典中文金曲","129118618","109951168146393248.jpg"
"1888076998","我只在乎你","邓丽君","温情如水国语集","134961153","109951168278838053.jpg"
"28853062","但愿人长久","王菲","福星高照2 将爱实现","2901320","5986840813792842.jpg"
"5252636","吻别","张学友","壹 (1)","511927","19195273997826288.jpg"
"1844385608","她来听我的演唱会","张学友","最爱华语K歌","127290091","109951166684189724.jpg"
"486814713","一千个伤心的理由","张学友","宝丽金黄金时代精品典藏VOL.2","35663493","19134800858377336.jpg"
"1438246130","忘情水","刘德华","国语浪漫情歌09 (Chinese Romantic Love Song)","87703754","109951164877954978.jpg"
"5237991","朋友","周华健","一期一会","511076","109951163447808538.jpg"
"402070181","爱如潮水","张信哲","梦想公益盛典原声","34477033","1364493978227078.jpg"
"423406145","过火","张信哲","爱程集","34798045","2946691201348447.jpg"
"25643328","信仰","张信哲","Jeff情歌精选","2263172","109951163067344307.jpg"
"110711","至少还有你","林忆莲","林夕字传2","10942","68169720928612.jpg"
"327584","听海","张惠妹","BAD BOY","32413","109951172084716035.jpg"
"5237749","分手快乐","梁静茹","一夜长大","511060","109951163447800775.jpg"
"5255344","勇气","梁静茹","幸福的天空2-我很想你","512067","37383395361209.jpg"
"1952285469","小情歌 (苏打绿版)","苏打绿","小宇宙 (苏打绿版)","145801010","109951169158810091.jpg"
"5246628","童话","光良","情歌101","511567","109951163311279628.jpg"
"480579324","当","动力火车 / 马鑫 / 付小墨 / 伊西永藏","我想和你唱 第二季 第5期","35559138","18863221486279073.jpg"
